ID,address name,first name,last name,company name,street address 1,street address 2,city,city area,postal code,country,country area,phone
499,,,,,,Güllük,MUGLA,,48670,TR,,
500,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
501,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
502,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
503,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
504,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
505,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
506,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
507,,,,,Adnan Menderes Bulvarı,Eğriçam,MERSIN,,33160,TR,,
508,,,,,Rue de la Commune Ouest,,HODEIDAH,,,YE,,
509,,,,,Rue de la Commune Ouest,,HODEIDAH,,,YE,,
510,,,,,Rue de la Commune Ouest,,HODEIDAH,,,YE,,
511,,,,,Sahil Yolu Caddesi,Yeni,MERSIN,,33050,TR,,
512,,,,,Kuleli Sokağı,Kazım Özalp,ANKARA,,06640,TR,,
513,,,,,Halifax Regional Municipality,,HALIFAX,,B3H 4P8,CA,NS,
514,,,,,Communauté-Urbaine-de-Montréal,Ville-Marie,MONTREAL,,H2Y 4B2,CA,QC,
515,,,,,"As-Salif, Yemen",,SALEEF,,,YE,,
516,,,,,"As-Salif, Yemen",,SALEEF,,,YE,,
517,,,,,"As-Salif, Yemen",,SALEEF,,,YE,,
518,,,,,Metro Vancouver,,VANCOUVER,,V6C 3T4,CA,BC,
519,,,,,"Aden, Yemen",,ADEN,,,YE,,
520,,,,,"Aden, Yemen",At-Tawahi,ADEN,,,YE,,
521,,,,,Tawahi,At-Tawahi,ADEN,,,YE,,
522,,,,,Tawahi,At-Tawahi,ADEN,,,YE,,
523,,,,,Tawahi,At-Tawahi,ADEN,,,YE,,
524,,,,,Communauté-Urbaine-de-Montréal,Ville-Marie,MONTREAL,,H2Y 4B2,CA,QC,
525,,,,,Raigad,Mazgaon,MUMBAI,,400702,IN,Maharashtra,
526,,,,,Kolkata,Watganj,KOLKATA,,700023,IN,West Bengal,
527,,,,,Üsküdar,,HAYDARPASA,,34668,TR,İstanbul,
528,,,,,Beylikdüzü,,AMBARLI,,34524,TR,İstanbul,
529,,,,,Konak,,IZMIR,,35230,TR,İzmir,
530,,,,,Communauté-Urbaine-de-Montréal,Ville-Marie,MONTREAL,,H2Y 4B2,CA,QC,
531,,,,,Raigad,,MUMBAI,,400702,IN,Maharashtra,
532,,,,,Raigad,,MUMBAI,,400702,IN,Maharashtra,
533,,,,,Raigad,,MUMBAI,,400702,IN,Maharashtra,
534,,,,,Raigad,,MUMBAI,,400702,IN,Maharashtra,
535,,Gregory,Richardson,,49497 Derrick Row Suite 325,,Jessicatown,,46040,US,IN,
536,,Jamie,Nicholson,,41671 Cynthia Inlet Apt. 574,,Johnsontown,,99683,US,AK,
537,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
538,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
539,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
540,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
541,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
542,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
543,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
544,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
545,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
546,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
547,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
548,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
549,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
550,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
551,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
552,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
553,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
554,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
555,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
556,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
557,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
558,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
559,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
560,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
561,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
562,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
563,,Sarah,Oliver,,438 Carl Summit,,West Sean,,82109,US,WY,
564,,Matthew,Rodriguez,,288 Nguyen Points Suite 340,,North Linda,,99276,US,WA,
565,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
566,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
567,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
568,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
569,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
570,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
571,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
572,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
573,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
574,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
575,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
576,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
577,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
578,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
579,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
580,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
581,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
582,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
583,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
584,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
585,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
586,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
587,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
588,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
589,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
590,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
591,,Anita,Bolton,,160 Sanchez Ramp,,Lake Robertberg,,46036,US,IN,
592,,Ian,Sims,,82387 Gonzales Ranch,,Sabrinaborough,,20037,US,DC,
593,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
594,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
595,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
596,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
597,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
598,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
599,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
600,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
601,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
602,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
603,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
604,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
605,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
606,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
607,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
608,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
609,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
610,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
611,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
612,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
613,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
614,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
615,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
616,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
617,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
618,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
619,,Christopher,Mcclure,,807 Kathryn Trafficway,,Jordanchester,,33378,US,FL,
620,,Maria,Hunter,,465 Matthew Brook Apt. 493,,East Brenda,,83204,US,ID,
621,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
622,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
623,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
624,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
625,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
626,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
627,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
628,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
629,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
630,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
631,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
632,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
633,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
634,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
635,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
636,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
637,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
638,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
639,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
640,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
641,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
642,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
643,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
644,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
645,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
646,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
647,,Cheryl,Woodward,,954 Ashley Way,,Lake Chelseachester,,96842,US,HI,
648,,Katie,Spencer,,3977 Yvonne Flat Apt. 320,,North Danielmouth,,06184,US,CT,
649,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
650,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
651,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
652,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
653,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
654,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
655,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
656,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
657,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
658,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
659,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
660,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
661,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
662,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
663,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
664,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
665,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
666,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
667,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
668,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
669,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
670,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
671,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
672,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
673,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
674,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
